"ORDEN","FECHA_ORDEN","FECHA_DESPACHO","ANO_ORDEN","TIPO_DESPACHO","CLIENTE","SEGMENTO","PAIS","CIUDAD","ESTADO","REGION","IDPRODUCTO","CATEGORIA","SUBCATEGORIA","NOMBRE_PRODUCTO","VENTAUSD","CANTIDAD","DESCUENTO","UTILIDAD_EMPRESA"
"CA-2015-109638-462","12/15/15","12/22/15",2015,"Standard Class","Joseph Holt","Consumer","United States","Seattle","Washington","West","OFF-BI-10001098","Office Supplies","Binders","Acco D-Ring Binder w/DublLock",51.312,3,0.2,18.6006
"CA-2016-109869-463","4/22/16","4/29/16",2016,"Standard Class","Tanja Norvell","Home Office","United States","Phoenix","Arizona","West","FUR-FU-10000023","Furniture","Furnishings","Eldon Wave Desk Accessories",23.56,5,0.2,7.068
"CA-2016-109869-464","4/22/16","4/29/16",2016,"Standard Class","Tanja Norvell","Home Office","United States","Phoenix","Arizona","West","FUR-TA-10001889","Furniture","Tables","Bush Advantage Collection Racetrack Conference Table",1272.63,6,0.5,-814.4832
"CA-2016-109869-465","4/22/16","4/29/16",2016,"Standard Class","Tanja Norvell","Home Office","United States","Phoenix","Arizona","West","OFF-BI-10000315","Office Supplies","Binders","Poly Designer Cover & Back",28.485,5,0.7,-20.889
"CA-2016-109869-466","4/22/16","4/29/16",2016,"Standard Class","Tanja Norvell","Home Office","United States","Phoenix","Arizona","West","OFF-SU-10003505","Office Supplies","Supplies","Premier Electric Letter Opener",185.376,2,0.2,-34.758
"CA-2016-109869-467","4/22/16","4/29/16",2016,"Standard Class","Tanja Norvell","Home Office","United States","Phoenix","Arizona","West","OFF-AP-10002578","Office Supplies","Appliances","Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",78.272,2,0.2,5.8704
"US-2015-101399-468","1/17/15","1/24/15",2015,"Standard Class","Joni Sundaresam","Home Office","United States","Park Ridge","Illinois","Central","FUR-FU-10002918","Furniture","Furnishings","Eldon ClusterMat Chair Mat with Cordless Antistatic Protection",254.744,7,0.6,-312.0614
"CA-2017-154907-469","3/31/17","4/4/17",2017,"Standard Class","David Smith","Corporate","United States","Amarillo","Texas","Central","FUR-BO-10002824","Furniture","Bookcases","Bush Mission Pointe Library",205.3328,2,0.32,-36.2352
"US-2016-100419-470","12/16/16","12/20/16",2016,"Second Class","Craig Carreira","Consumer","United States","Chicago","Illinois","Central","OFF-BI-10002194","Office Supplies","Binders","Cardinal Hold-It CD Pocket",4.788,3,0.8,-7.9002
"CA-2015-154144-471","12/20/15","12/24/15",2015,"Standard Class","Maya Herman","Corporate","United States","Lindenhurst","New York","East","OFF-PA-10004071","Office Supplies","Paper","Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",55.48,1,0,26.6304
"CA-2014-144666-472","11/9/14","11/11/14",2014,"Second Class","Jeremy Pistek","Consumer","United States","San Francisco","California","West","OFF-ST-10002743","Office Supplies","Storage","SAFCO Boltless Steel Shelving",340.92,3,0,3.4092
"CA-2014-144666-473","11/9/14","11/11/14",2014,"Second Class","Jeremy Pistek","Consumer","United States","San Francisco","California","West","FUR-BO-10001601","Furniture","Bookcases","Sauder Mission Library with Doors, Fruitwood Finish",222.666,2,0.15,10.4784
"CA-2014-144666-474","11/9/14","11/11/14",2014,"Second Class","Jeremy Pistek","Consumer","United States","San Francisco","California","West","TEC-PH-10002680","Technology","Phones","Samsung Galaxy Note 3",703.968,4,0.2,87.996
"CA-2014-144666-475","11/9/14","11/11/14",2014,"Second Class","Jeremy Pistek","Consumer","United States","San Francisco","California","West","OFF-ST-10001321","Office Supplies","Storage","Decoflex Hanging Personal Folder File, Blue",92.52,6,0,24.9804
"CA-2014-144666-476","11/9/14","11/11/14",2014,"Second Class","Jeremy Pistek","Consumer","United States","San Francisco","California","West","OFF-PA-10001509","Office Supplies","Paper","Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""",62.65,7,0,28.819
"CA-2014-144666-477","11/9/14","11/11/14",2014,"Second Class","Jeremy Pistek","Consumer","United States","San Francisco","California","West","OFF-PA-10003465","Office Supplies","Paper","Xerox 1912",94.85,5,0,45.528
"CA-2016-103891-478","7/12/16","7/19/16",2016,"Standard Class","Kristen Hastings","Corporate","United States","Los Angeles","California","West","TEC-PH-10000149","Technology","Phones","Cisco SPA525G2 IP Phone - Wireless",95.76,6,0.2,7.182
"CA-2016-152632-479","10/27/16","11/2/16",2016,"Standard Class","Jeremy Ellison","Consumer","United States","Troy","New York","East","FUR-FU-10002671","Furniture","Furnishings","Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp",40.2,3,0,19.296
"CA-2016-100790-480","6/26/16","7/2/16",2016,"Standard Class","John Grady","Corporate","United States","New York City","New York","East","OFF-AR-10003045","Office Supplies","Art","Prang Colored Pencils",14.7,5,0,6.615
"CA-2016-100790-481","6/26/16","7/2/16",2016,"Standard Class","John Grady","Corporate","United States","New York City","New York","East","OFF-ST-10000689","Office Supplies","Storage","Fellowes Strictly Business Drawer File, Letter/Legal Size",704.25,5,0,84.51
"CA-2014-134677-482","10/6/14","10/10/14",2014,"Standard Class","Xylona Preis","Consumer","United States","San Diego","California","West","TEC-AC-10001445","Technology","Accessories","Imation USB 2.0 Swivel Flash Drive USB flash drive - 4 GB - Pink",9.09,3,0,1.9089
"CA-2014-127691-483","7/22/14","7/27/14",2014,"Standard Class","Erin Mull","Consumer","United States","New York City","New York","East","OFF-AR-10002053","Office Supplies","Art","Premium Writing Pencils, Soft, #2 by Central Association for the Blind",5.96,2,0,1.6688
"CA-2014-127691-484","7/22/14","7/27/14",2014,"Standard Class","Erin Mull","Consumer","United States","New York City","New York","East","TEC-AC-10002567","Technology","Accessories","Logitech G602 Wireless Gaming Mouse",159.98,2,0,57.5928
"CA-2017-140963-485","6/10/17","6/13/17",2017,"First Class","Michelle Tran","Home Office","United States","Los Angeles","California","West","OFF-LA-10003923","Office Supplies","Labels","Alphabetical Labels for Top Tab Filing",29.6,2,0,14.8
"CA-2017-140963-486","6/10/17","6/13/17",2017,"First Class","Michelle Tran","Home Office","United States","Los Angeles","California","West","FUR-BO-10001337","Furniture","Bookcases","O'Sullivan Living Dimensions 2-Shelf Bookcases",514.165,5,0.15,-30.245
"CA-2017-140963-487","6/10/17","6/13/17",2017,"First Class","Michelle Tran","Home Office","United States","Los Angeles","California","West","TEC-PH-10001924","Technology","Phones","iHome FM Clock Radio with Lightning Dock",279.96,5,0.2,17.4975
"CA-2014-154627-488","10/29/14","10/31/14",2014,"First Class","Sue Ann Reed","Consumer","United States","Chicago","Illinois","Central","TEC-PH-10001363","Technology","Phones","Apple iPhone 5S",2735.952,6,0.2,341.994
"CA-2014-133753-489","6/9/14","6/13/14",2014,"Second Class","Carl Weiss","Home Office","United States","Huntsville","Texas","Central","TEC-PH-10000376","Technology","Phones","Square Credit Card Reader",7.992,1,0.2,0.5994
"CA-2014-133753-490","6/9/14","6/13/14",2014,"Second Class","Carl Weiss","Home Office","United States","Huntsville","Texas","Central","TEC-AC-10000303","Technology","Accessories","Logitech M510 Wireless Mouse",63.984,2,0.2,10.3974
"CA-2014-133753-491","6/9/14","6/13/14",2014,"Second Class","Carl Weiss","Home Office","United States","Huntsville","Texas","Central","OFF-AR-10001953","Office Supplies","Art","Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener",70.368,2,0.2,6.1572
"CA-2014-113362-492","9/14/14","9/19/14",2014,"Standard Class","Astrea Jones","Consumer","United States","Rochester","New York","East","OFF-ST-10001809","Office Supplies","Storage","Fellowes Officeware Wire Shelving",449.15,5,0,8.983
"CA-2014-113362-493","9/14/14","9/19/14",2014,"Standard Class","Astrea Jones","Consumer","United States","Rochester","New York","East","OFF-EN-10003845","Office Supplies","Envelopes","Colored Envelopes",11.07,3,0,5.0922
"CA-2016-169166-494","5/9/16","5/14/16",2016,"Standard Class","Sonia Sunley","Consumer","United States","Seattle","Washington","West","TEC-AC-10000991","Technology","Accessories","Sony Micro Vault Click 8 GB USB 2.0 Flash Drive",93.98,2,0,13.1572
"US-2016-120929-495","3/18/16","3/21/16",2016,"Second Class","Rose O'Brian","Consumer","United States","Memphis","Tennessee","South","FUR-TA-10001857","Furniture","Tables","Balt Solid Wood Rectangular Table",189.882,3,0.4,-94.941
"CA-2015-134782-496","12/27/15","12/31/15",2015,"Standard Class","Maribeth Dona","Consumer","United States","Fayetteville","Arkansas","South","OFF-EN-10001434","Office Supplies","Envelopes","Strathmore #10 Envelopes, Ultimate White",105.42,2,0,51.6558
"CA-2016-126158-497","7/25/16","7/31/16",2016,"Standard Class","Sanjit Chand","Consumer","United States","Costa Mesa","California","West","OFF-BI-10002498","Office Supplies","Binders","Clear Mylar Reinforcing Strips",119.616,8,0.2,40.3704
"CA-2016-126158-498","7/25/16","7/31/16",2016,"Standard Class","Sanjit Chand","Consumer","United States","Costa Mesa","California","West","FUR-FU-10004864","Furniture","Furnishings","Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",255.76,4,0,81.8432
"CA-2016-126158-499","7/25/16","7/31/16",2016,"Standard Class","Sanjit Chand","Consumer","United States","Costa Mesa","California","West","FUR-CH-10002602","Furniture","Chairs","DMI Arturo Collection Mission-style Design Wood Chair",241.568,2,0.2,18.1176
"CA-2016-126158-500","7/25/16","7/31/16",2016,"Standard Class","Sanjit Chand","Consumer","United States","Costa Mesa","California","West","FUR-FU-10000073","Furniture","Furnishings","Deflect-O Glasstique Clear Desk Accessories",69.3,9,0,22.869
